instrument family,instrument,technique original,modulation technique,file_name,subset,label
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-G5-mf.wav,validation,4
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-C5-mf-1c.wav,training,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-C3-pp.wav,training,4
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-C5-mf-2c.wav,training,1
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-G2-mf-2c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-C#7-p.wav,validation,4
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-B2-mf.wav,validation,4
Strings,Viola,tremolo,tremolo,Va-trem-C5-ff-1c.wav,validation,2
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-G#4-mf-3c.wav,training,1
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-F#6-mf-1c.wav,training,2
Strings,Violoncello,trill-minor-second-up,trill,Vc-trill-min2-C2-mf-4c.wav,test,1
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-G3-mf-1c.wav,validation,1
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-A#4-mf-3c.wav,test,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-D#6-mf-2c.wav,training,2
Clarinets,Clarinet-Bb,flatterzunge-high-register,flatterzunge,BbCl-flatt-hi-reg-A6-mf.wav,training,4
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-D#2-mf.wav,validation,4
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-B5-mf-1c.wav,test,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-D7-mf-2c.wav,training,2
Horns,Horn,trill-major-second-up,trill,Hn-trill-maj2-F4-mf.wav,training,1
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-D6-mf.wav,validation,1
Tubas,Bass-Tuba,flatterzunge-to-ordinario,flatterzunge,BBTb-flatt_ord-F#2-mf.wav,validation,4
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-D5-mf-1c.wav,training,2
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-A4-mf.wav,training,4
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-F#3-f.wav,validation,4
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-A#3-fff.wav,test,0
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-F3-mf.wav,test,4
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-G4-mf-1c.wav,test,2
Strings,Viola,tremolo,tremolo,Va-trem-C#6-pp-2c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-D#6-mf.wav,validation,3
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-G#6-mf-1c.wav,validation,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-C2-mf-4c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-B4-mf-3c.wav,validation,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-F#4-ff.wav,test,4
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-C#3-ff.wav,training,4
Strings,Viola,tremolo-to-ordinario,tremolo,Va-trem_ord-B4-mf.wav,validation,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-B3-mf.wav,training,4
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-G3-mf-4c.wav,test,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-C#4-mf-3c.wav,validation,2
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-D#5-mf-3c.wav,training,2
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-E5-mf-1c.wav,training,2
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-G#4-mf.wav,validation,1
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-A5-mf-1c.wav,test,2
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-F2-f.wav,test,4
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-A3-mf-3c.wav,test,2
Strings,Violin,tremolo,tremolo,Vn-trem-F5-ff-1c.wav,validation,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-F#2-mf.wav,training,3
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-A5-mf-2c.wav,validation,1
Strings,Violoncello,tremolo-to-ordinario,tremolo,Vc-trem_ord-D5-mf.wav,training,2
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-G#3-mf-2c.wav,test,1
Strings,Violin,artificial-harmonic-tremolo,tremolo,Vn-art-harm-trem-D7-mf-3c.wav,validation,2
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-F6-mf-1c.wav,validation,2
Flutes,Flute,trill-minor-second-up,trill,Fl-trill-min2-E5-mf.wav,test,1
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-A#4-mf-2c.wav,training,2
Clarinets,Clarinet-Bb,flatterzunge-high-register,flatterzunge,BbCl-flatt-hi-reg-A#6-ff.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G6-pp-2c.wav,validation,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-D#4-mf.wav,test,3
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-F2-mf-3c.wav,training,1
Trombones,Tenor-Trombone-harmon,flatterzunge,flatterzunge,TTbn+H-flatt-E4-mf.wav,test,4
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-G#6-mf-1c.wav,test,1
Strings,Violin,tremolo,tremolo,Vn-trem-F#5-mf-1c.wav,test,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-C4-mf.wav,validation,3
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-A5-mf-3c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-F5-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-E5-pp-2c.wav,validation,2
Oboes,Oboe,vibrato,vibrato,Ob-vib-B5-mf.wav,test,0
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-D#5-mf-1c.wav,training,2
Saxophones,Alto-Sax,flatterzunge-to-ordinario,flatterzunge,ASax-flatt_ord-A5-mf.wav,training,4
Oboes,Oboe,trill-major-second-up,trill,Ob-trill-maj2-F5-mf.wav,validation,1
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-C#5-f.wav,validation,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-C#5-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-A#3-mf-3c.wav,training,2
Oboes,Oboe,double-trill-minor-second-up,trill,Ob-dbl-trill-min2-C#5-mf.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-D#3-mf-4c.wav,test,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-G3-pp-1c.wav,validation,2
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-B4-mf.wav,validation,4
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-B3-mf-1c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-G2-mf-4c.wav,test,2
Trumpets,Trumpet-C-harmon,flatterzunge,flatterzunge,TpC+H-flatt-E4-mf.wav,validation,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-F#3-mf-4c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-D4-ff-2c.wav,test,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-D#5-ff-1c.wav,validation,2
Strings,Viola,tremolo,tremolo,Va-trem-A4-pp-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-C#5-ff-2c.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-D#7-mf.wav,validation,3
Strings,Violoncello,tremolo,tremolo,Vc-trem-C#3-ff-4c.wav,training,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-C#2-mf-4c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-B3-mf.wav,test,4
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-A#3-mf-1c.wav,training,2
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-E2-mf.wav,validation,4
Trumpets,Trumpet-C-harmon,flatterzunge,flatterzunge,TpC+H-flatt-F5-mf.wav,training,4
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-A#1-mf-3c.wav,training,1
Tubas,Bass-Tuba,trill-major-second-up,trill,BBTb-trill-maj2-A#3-mf.wav,test,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-C5-mf-2c.wav,training,2
Strings,Contrabass,artificial-harmonic-tremolo,tremolo,Cb-art-harm-trem-F#3-mf.wav,training,2
Horns,Horn,trill-minor-second-up,trill,Hn-trill-min2-C#4-mf.wav,validation,1
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-B4-mf-1c.wav,test,1
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-F#4-mf.wav,training,4
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-C#4-mf.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-F4-pp-2c.wav,validation,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-F5-ff-2c.wav,test,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-F2-ff-3c.wav,test,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-E3-mf.wav,training,4
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-F#4-mf.wav,training,4
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-A3-pp.wav,training,4
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-D4-f.wav,training,0
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-E4-mf.wav,training,4
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-D5-mf-1c.wav,validation,2
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-A3-mf-2c.wav,training,2
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-A#3-mf-4c.wav,validation,2
Flutes,Flute,trill-major-second-up,trill,Fl-trill-maj2-G#4-mf.wav,training,1
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-G#4-ff.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G6-ff-1c.wav,validation,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-G2-pp-3c.wav,test,2
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-G5-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-C#4-ff-4c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-G#4-mf-4c.wav,training,2
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-C#5-mf-2c.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-C#2-mf.wav,training,3
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-F6-mf.wav,training,4
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-A5-mf.wav,test,4
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-G#4-mf.wav,training,1
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-C3-mf-3c.wav,validation,2
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-C4-mf-3c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-B5-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-A#4-mf-3c.wav,training,2
Trumpets,Trumpet-C,ordinario-to-flatterzunge,flatterzunge,TpC-ord_flatt-A3-f.wav,training,4
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-D3-mf.wav,test,0
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-G5-mf.wav,training,1
Tubas,Bass-Tuba,trill-minor-second-up,trill,BBTb-trill-min2-A#1-mf.wav,test,1
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-D4-mf.wav,training,4
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-G4-mf.wav,training,1
Horns,Horn,trill-minor-second-up,trill,Hn-trill-min2-F4-mf.wav,training,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-G2-mf-1c.wav,training,2
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-A6-mf.wav,validation,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-E3-mf-3c.wav,training,2
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-C5-mf-2c.wav,training,2
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-F#5-mf.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-C#3-mf-2c.wav,training,2
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-C4-mf-3c.wav,test,1
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-D5-ff.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-D#2-mf-4c.wav,training,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-D#4-pp.wav,training,2
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-D#5-mf.wav,training,1
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-C#4-mf-3c.wav,training,2
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-F4-mf-4c.wav,training,1
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-C#5-mf.wav,training,4
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-D#2-mf.wav,validation,4
Strings,Viola,tremolo,tremolo,Va-trem-A4-pp-4c.wav,training,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-B2-mf-2c.wav,training,2
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-B4-mf-1c.wav,validation,2
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-D#3-f.wav,training,4
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-D#4-f.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-A5-pp-3c.wav,validation,2
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-E2-mf-3c.wav,validation,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-G#4-mf.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-F#5-mf-2c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-E5-mf-1c.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-F#5-mf.wav,validation,3
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-B5-mf-1c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-A1-mf-4c.wav,training,2
Strings,Contrabass,ordinario-to-tremolo,tremolo,Cb-ord_trem-F2-mf.wav,test,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-G#6-mf-1c 1.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-D2-mf.wav,training,3
Strings,Violin,tremolo,tremolo,Vn-trem-A4-pp-4c.wav,validation,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-A#2-pp.wav,validation,4
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-C#6-mf.wav,training,3
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-D5-mf-3c.wav,training,1
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-F#1-mf.wav,training,3
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-D5-mf.wav,validation,4
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-F#6-mf-1c.wav,training,1
Tubas,Bass-Tuba,flatterzunge-to-ordinario,flatterzunge,BBTb-flatt_ord-F2-mf.wav,validation,4
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-F#6-p.wav,training,3
Strings,Violin,tremolo,tremolo,Vn-trem-C#5-ff-2c.wav,validation,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-D3-mf-4c.wav,test,2
Trumpets,Trumpet-C,trill-major-second-up,trill,TpC-trill-maj2-C#4-mf.wav,validation,1
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-D5-mf.wav,test,1
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-E4-mf.wav,training,1
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-A#3-mf-2c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-C#3-ff-3c.wav,training,2
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-C#5-pp.wav,validation,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-D#4-mf-4c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-D4-mf-2c.wav,test,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-E4-ff-2c.wav,test,2
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-G2-mf.wav,training,2
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-C4-mf.wav,test,4
Saxophones,Alto-Sax,flatterzunge-to-ordinario,flatterzunge,ASax-flatt_ord-E3-mf.wav,training,4
Oboes,Oboe,vibrato,vibrato,Ob-vib-F6-mf.wav,test,0
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-F3-f.wav,training,0
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-A#2-mf-1c.wav,training,2
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-F4-mf.wav,validation,3
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-G3-mf-3c.wav,training,1
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-G3-f.wav,validation,0
Strings,Contrabass,sul-ponticello-tremolo,tremolo,Cb-pont-trem-G4-mf-1c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-A#5-pp-1c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-E3-ff.wav,training,4
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-A5-mf-1c.wav,training,2
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-C#2-mf-4c.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-G#2-pp-4c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-C#4-pp-1c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-A2-pp-3c.wav,validation,2
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-B3-mf.wav,training,1
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-E3-mf.wav,training,1
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-F2-mf.wav,training,4
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-A1-mf-3c.wav,training,2
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-F#1-mf-4c.wav,test,1
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-D#4-mf.wav,training,1
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-A3-mf.wav,training,0
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-G#2-ff.wav,test,4
Saxophones,Alto-Sax,bisbigliando,bisbigliando,ASax-bisb-E4-mf.wav,training,3
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-G2-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-A4-ff-3c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-A2-p.wav,validation,3
Strings,Violin,ordinario-to-tremolo,tremolo,Vn-ord_trem-A6-mf-1c.wav,training,2
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-A#3-mf-1c.wav,validation,2
Strings,Violin,tremolo,tremolo,Vn-trem-A5-mf-3c.wav,training,2
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-C7-mf-1c.wav,training,1
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-B3-mf.wav,test,1
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-G2-p.wav,test,0
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-G3-mf.wav,validation,0
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-A2-mf.wav,test,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-F3-mf-4c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-B4-mf.wav,test,4
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-C#5-mf.wav,validation,2
Strings,Violin,tremolo,tremolo,Vn-trem-B6-ff-1c.wav,training,2
Saxophones,Alto-Sax,trill-minor-second-up,trill,ASax-trill-min2-E3-mf.wav,test,1
Trumpets,Trumpet-C-straight,flatterzunge,flatterzunge,TpC+S-flatt-G3-mf.wav,training,4
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-D#4-pp.wav,test,4
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-B3-mf.wav,training,4
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-A#3-p.wav,training,0
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-D#4-mf.wav,training,4
Strings,Contrabass,ordinario-to-tremolo,tremolo,Cb-ord_trem-E2-mf-2c.wav,training,2
Strings,Contrabass,ordinario-to-tremolo,tremolo,Cb-ord_trem-F#2-mf.wav,training,2
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-D3-mf.wav,test,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-G#2-pp-2c.wav,training,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-E5-mf-1c.wav,training,2
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-C4-f.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-E4-mf-2c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-E6-pp.wav,test,4
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-D4-ff.wav,test,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-D6-mf-2c.wav,training,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-F4-mf-2c.wav,test,2
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-A#3-mf.wav,validation,4
Trombones,Tenor-Trombone-harmon,flatterzunge,flatterzunge,TTbn+H-flatt-G3-mf.wav,test,4
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-A#3-mf.wav,test,4
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-C#2-mf-4c.wav,training,1
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-A4-mf-3c.wav,validation,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-G4-mf-4c.wav,training,2
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-A#2-mf-2c.wav,validation,1
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-C3-mf.wav,training,4
Strings,Violoncello,trill-minor-second-up,trill,Vc-trill-min2-C#5-mf-1c.wav,training,1
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-A4-mf.wav,test,1
Strings,Contrabass,artificial-harmonic-tremolo,tremolo,Cb-art-harm-trem-B5-mf-1c.wav,validation,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-G5-ff-1c.wav,validation,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-A#5-mf.wav,training,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-C#4-mf.wav,validation,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-D2-pp-4c.wav,validation,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-C#3-mf-3c.wav,training,2
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-C2-mf.wav,training,4
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-G4-pp.wav,training,4
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-C6-mf.wav,training,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-A5-pp.wav,training,2
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-A#3-mf.wav,training,4
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-B4-p.wav,test,3
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-E4-mf.wav,test,1
Strings,Viola,tremolo,tremolo,Va-trem-B5-ff-1c.wav,validation,2
Strings,Violin,tremolo,tremolo,Vn-trem-F#5-pp-1c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-E4-mf-3c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-E4-mf-4c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-D5-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-A5-mf-2c.wav,training,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-F#4-fff.wav,training,0
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-D#5-mf-1c.wav,training,1
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-C#3-mf.wav,test,3
Strings,Viola,tremolo,tremolo,Va-trem-D#6-ff-1c.wav,training,2
Tubas,Bass-Tuba,ordinario-to-flatterzunge,flatterzunge,BBTb-ord_flatt-B1-mf.wav,training,4
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-E3-mf.wav,training,3
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-D#4-mf.wav,training,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-A#4-pp-4c.wav,training,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-F#4-f.wav,training,0
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-G4-ff.wav,training,4
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-F6-mf-1c.wav,training,2
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-A3-mf.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-A#1-mf.wav,test,3
